,Name ,Vol. ,Place ,Date ,Reference ,Relationships ,Uncial,Isopsephy
21398,?????? ?????? ,V6,Heliopolis,imperial,IGLS_VI 2954 a; ,,?????? ????? ,971
21442,???????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 428; ,child of ???????,???????? ,785
21443,??????? ,V6,Nessana--,P6A,"PNess 135, 3",,??????? ,781
21445,????????? ,V6,Antiocheia-Nisibis-Nusaybin,P4_5A,Pall +V. +Chrys. p. 28; DCB s.v. Vallagas (-),,????????? ,736
21446,????????? ,V6,Ri??b,imperial,SEG XLVIII 1926.51,,????????? ,811
21447,??????? ,V6,Eboda,P3-4A,"INegev 3, 6; (SEG XXVIII 1371)",,??????? ,801
21448,?????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 429; ,,?????? ,771
21449,??????????? ,V6,Apameia,imperial,"SEG XXXII 1443, 3",,??????????? ,943
21450,?????? ,V6,Nessana--,P6-7A,"PNess 146, 13",,?????? ,739
21451,???????? ,V6,Armenia,PM6A,PLRE III (1),,???????? ,787
21453,???????? ,V6,Persia--,P4_5A,PLRE II (1),,???????? ,830
21454,?????????? ????????? ,V6,Persia--,400-438,RE s.v. Wahram (5); PLRE II (-),child of ??????????,?????????? ????????? ,1533
21455,?????? ,V6,Balmarcodes-,imperial,"MUSJ 62 (2009) pp. 90-1 no. 2, 2",,?????? ,576
21458,????????? ,V6,Armenia,P6A,PLRE III s.v. Vardan Mamikonian,sibling of ???????,????????? ,834
21459,?????? ,V6,Kafr--,imperial,"AAES_III_A 667, 6",spouse of ???????,?????? ,583
21460,??????? ,V6,Armenia,572-572,PLRE III (-),,??????? ,783
21462,???????? ,V6,Zoara,316/7-346/7,IPalTertia_Ia 9; ,child of ????????,???????? ,1245
21463,??????? ,V6,Doura-Europos,204-204,PDura 100 xxii [14]; PDura 101 xvii 20,child of ?????????,??????? ,846
21464,??????? ,V6,Zoara,382-398,IPalTertia_Ia 79; ,child of ?????????,??????? ,781
21465,??????? ,V6,Petra,505-537,"PPetra II 17, 70, 73",,??????? ,1580
21466,??????? ,V6,W?d? ?ajj?j,byzantine,IWadi_Haggag 110; ,,??????? ,591
21467,???????? ,V6,Beth Bagash-,410-410,"Chabot_Synod_Orient pp. 34, 14; 36, 10; ",,???????? ,901
21468,??????? ,V6,W?d? ?ajj?j,byzantine,IWadi_Haggag 139; ,,??????? ,851
21469,?????? ,V6,Petra,565-575,"PPetra IV 37, 18",,?????? ,781
21470,?????? ,V6,Choziba,P6-7A,RQ 39 (1931) p. 323 no. 108,,?????? ,841
21485,????????? ,V6,Persia--,PM6A,RE s.v. Wahram (11),child of ????????????????,????????? ,920
21487,???????? ,V6,Armenia,PM5A,RE s.v. Wasak (3); PLRE II (-),,???????? ,900
21488,??????????? ,V6,Bostra,imperial,IGLS_XIII_2 9537; ,,??????????? ,1566
21490,??????? ,V6,Emesa,158-158,"IGLS_V 2392, 4",child of ?????????,??????? ,946
21491,??????? ???????? ,test,Palmyra-Tadmur,P2A,IGLS_XVII.1 224; ,,??????? ???????? ,1704
21493,????????? ,V6,Adraa,imperial,"IGLS_XIV_1 203, 1",child of ????????,????????? ,959
21494,?????????? ,V6,Muzayr?b,byzantine,"IGLS_XIV_1 301, 2",,?????????? ,1540
21495,?????? ,V6,Saura,imperial,IGLS_XV_1 146; ,,?????? ,941
21496,????????? ,V6,Doura-Europos,P2A,"SEG VII 453, 3",,????????? ,958
21497,???????? ,V6,Doura-Europos,imperial,"TEAD 5 p. 18 no. 378, 3",,???????? ,733
21498,???????? ,V6,Mashq?q --,imperial,"Melanges_Dussaud p. 564 no. 265, 3; ",,???????? ,757
21499,????? ,V6,W?d? Sidr?,imperial,CIS_II 553; ,,????? ,523
21500,???????? ,V6,?ab?a,100-600,IGLS_XXI_5 651; ,,???????? ,1147
21501,???????? ,V6,Doura-Europos,imperial,"TEAD 6 p. 241 no. 725, 2; TEAD 6 p. 242 no. 726, 2; TEAD 6 p. 243 no. 727, 3",,???????? ,686
21502,??????? ,V6,Doura-Europos,194-194,TEAD 6 p. 172 no. 694,,??????? ,749
21503,?????? ,V6,Bostra,imperial,IGLS_XIII_2 9513; ,,?????? ,744
21504,??????? ,V6,Chamon-?am,172-173,"SEG LXIII 1500, 2; (Hajjar 168)",,??????? ,947
21505,??????? ,V6,Adraa,imperial,IGLS_XIII_2 9898; ,,??????? ,747
21506,???????? ,V6,Zoara,347-349,IPalTertia_Ia 10; ,child of ????????,???????? ,1216
21507,????? ,V6,Bostra,imperial,IGLS_XIII_2 9590; ,,????? ,742
21508,????? ,V6,Augustopolis,byzantine,"PPetra III 19, 4; PPetra III 20, 2",,????? ,675
21509,????????? ,V6,Zoara,imperial,SEG LIX 1745,,????????? ,747
21510,???? ?????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 430; ,,???? ?????? ,1332
21511,???? ,V6,Zoara,417-417,IPalTertia_Ia 115; ,,???? ,484
21512,????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 285; ,,????? ,744
21513,????????? ,V6,Al Y?d?dah,imperial,IGLS_XIV_1 256b,,????????? ,1219
21514,??????? ,V6,Phaine,imperial,IGLS_XV_1 28; ,,??????? ,1184
21515,????????? ,V6,Berosaba-Beersheba,P5-6A,SEG VIII 285,,????????? ,1063
21516,?????????? ,V6,Emesa,imperial,"IGLS_V 2222, 1",,?????????? ,910
21518,???????????? ,V6,Syria,P4-5A,"SEG XXXIX 1574, 4; (Steinepigramme 4 p. 247 no. 20/04/01)",,???????????? ,1394
21519,??????????? ,V6,"Syria,Intercisa-Dunaújváros",PF3A,RIU 1187,child of ????????????,??????????? ,1128
21520,???????????? ,V6,"Syria,Lambaesis",imperial,"CIL VIII 3207, 1",,???????????? ,1397
21525,????????????? ,V6,Gaza,541-541,CIIP_III 2494; ,,????????????? ,2080
21526,???????? ,V6,Berytos,211-222,"CIL III 168, 5",spouse of ????????,???????? ,846
21527,????????? ,V6,Jerusalem,-100-100,CIIP_I.1 9; ,,????????? ,1403
21528,?????????? ,V6,Harrana,imperial,IGLS_XV_1 259; ,,?????????? ,1406
21529,???????? ,V6,Heliopolis,P1-2A,"IGLS_VI 2717, 3; (Hajjar 19)",,???????? ,1355
21530,?????? ,V6,Balmarcodes-,imperial,"CIL III 6680, 3",,?????? ,1375
21531,?????? ,V6,Doura-Europos,216-216,PDura 66i verso 1,,?????? ,848
21542,?????? ,V6,Chasp(h)o-,imperial,"RevBibl 10 (1901) pp. 572-3 no. 10a; (Brünnow_Domaszewski_PA 2 p. 250 e, 1)",,?????? ,779
21543,?????????? ,V6,Pella-Apameia,P4A,"IGLS_IV 1331, 4",,?????????? ,1628
21544,??????? ,V6,Alema,imperial,IGLS_XIII_2 9893; ,,??????? ,854
21545,???????? ,V6,"Emesa,Aquileia",P2A,IAquil 1423,spouse of ???????,???????? ,951
21546,??????? ,V6,Skythopolis-Beit She'an,P2-3A,SEG XXXIII 1296.2,,??????? ,530
21547,??????? ,V6,Dh?b?n,imperial,"SEG VII 1160, 1",child of ???????,??????? ,859
21557,?????????? ,V6,Persis-Pars-,PM4A,Soz +HE vii 21. 6,,?????????? ,1135
21558,??????? ,V6,Gaza,P5_6A,PLRE II (6),sibling of ?????????,??????? ,1700
21570,????????? ,V6,Naboukanath,imperial,"IMnBeyrouth 21, 3; ",child of ??????,????????? ,1711
21572,???????????? ,V6,Ib?a‘,imperial,"IGLS_XIV_1 372, 3",,???????????? ,2031
21573,?????????? ,V6,Nisibis--,252-252,"PEuphr 9, 13; ",child of ???????,?????????? ,1761
21576,??????????? ,V6,Atarotha-Taroutia emporon,byzantine,IGLS_IV 1596,,??????????? ,2030
21589,????????? ,V6,Saara,imperial,IGLS_XV_1 58; ,child of ????????,????????? ,841
21590,??????????? ,V6,"Arethousa,Pannonia",P2_3A,RIU 1182; (Lörincz 307),grandchild of ??????,??????????? ,1185
21591,????????? ,V6,Antioch,P4A,DCB (-),,????????? ,1091
21594,???????? ,V6,Antioch,PM4A,SeeckLibanius p. 314 no. 1,,???????? ,1021
21597,??????? ,V6,Heliopolis,imperial,IGLS_VI 2822; ,,??????? ,1080
21598,?????? ,V6,Emesa,imperial,IGLS_V 2392bis,,?????? ,511
21599,??????? ,V6,‘An?b al Kab?r,PF6A,"SEG LXII 1659, 3; (Madden_Corpus 12)",,??????? ,1275
21600,???????? ,V6,Tyre,P2_1B,HE 4493; 4403; 4415,,???????? ,723
21601,???????? ,test,Beelmaous,311-999,IGLS_XXI_2 169; ,,???????? ,831
21602,?????? ,V6,Nessana--,PS6A,"PNess 37, 32",,?????? ,780
21603,?????? ,V6,Hippos---,238-238,"SEG LIV 1659, 6",spouse of ?????????????,?????? ,591
21606,???????? ,V6,Sidon,imperial,SEG L 1451; ,,???????? ,649
21609,????????? ,V6,Gaza,PM5A,PLRE II (3),,????????? ,911
21638,??????? ,V6,Sachama,185-185,"IGLS_V 2581, 3",,??????? ,860
21644,?????? ,V6,Hegra,100-300,SEG XXXVIII 1667; ,,?????? ,790
21647,???????? ,V6,Adraa,imperial,IGLS_XIII_2 9760; ,child of ??????,???????? ,793
21648,????? ,V6,Arabia,591-644,PLRE III s.v. ?Umar ibn al-Kha???b,,????? ,611
21649,??????? ,V6,W?d? Mukattab,imperial,CIS_II 1044; RÉS IV 2020,,??????? ,881
21650,???????? ,V6,Zoara,367-384,IPalTertia_Ia 46; ,child of ???????,???????? ,571
21652,???????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 432; ,child of ?????,???????? ,851
21653,?????? ,V6,Adraa,imperial,IGLS_XIII_2 9907; ,child of ???????,?????? ,583
21654,????????? ,V6,Adraa,imperial,IGLS_XIV_1 155,,????????? ,993
21655,???????????? ??????? ,V6,Sepphoris-Diokaisareia-,P4-5A,SEG VIII 15; &SEG XX 416,,???????????? ??????? ,2802
21656,???????? ,V6,Beth Phouraia--,245-245,"PEuphr 1, 4; ",child of ????????????,???????? ,1652
21660,??????? ,V6,Pella-Apameia,P4A,"IGLS_IV 1333, 1",spouse of ??????,??????? ,632
21662,???????? ,V6,Tyre,byzantine,"ITyr_I 81, 2; ; ITyr_I 82, 2",,???????? ,832
21663,???????? ,V6,Eitha-?ay?,P6A,"IGLS_XIV_1 331b, 6",child of ????????,???????? ,901
21673,??????? ,V6,"Sascha-S?sak?n-,Iulia Concordia-Concordia Sagittaria-",426-427,IG XIV 2333; SEG XXX 1149,child of ??????????,??????? ,831
21679,??????? ,V6,Khirbat ‘Aww?d,imperial,SEG VII 1230,,??????? ,891
21680,???????? ,V6,Doura-Europos,PF3A,TEAD 5 p. 230 no. 565,,???????? ,863
21681,???????? ,V6,Hegra,100-300,Jaussen_Savignac Grec no. 15; ,,???????? ,893
21682,?????? ,V6,Resaina-Theodosiopolis,PF4A,Synaxarium col. 871,,?????? ,607
21683,???????? ,V6,Ioppe,500-700,CIIP_III 2166; ,,???????? ,872
21686,?????? ,V6,Samoulis-Siml?n,imperial,"IGLS_XIV.2 471, 3",,?????? ,844
21687,?????? ,V6,Zoara,330-395,IPalTertia_Ia 77; ,child of ?????,?????? ,845
21688,??????? ,V6,?alkhad,294-295,"IMSoueida 222, 4; ",child of ?????,??????? ,945
21689,????? ,V6,Neapolis-Sheikh Mesk?n,P2-4A,"IGLS_XIV.2 415, 9",child of ???????,????? ,840
21700,?????????? ,V6,Edessa,449-449,"Flemming_Akt_ephes_Synode pp. 28, 19; 44, 13",,?????????? ,1130
21701,?????? ,V6,Kaisareia,byzantine,CIIP_II 1528; ,child of ???????,?????? ,1040
21702,??????? ,V6,Beth Phouraia--,243-243,"PEuphr 13, 7; ",child of ????????,??????? ,1582
21704,??????? ,V6,Bostra,imperial,"Melanges_Dussaud p. 572 no. 292, 2; ",,??????? ,991
21705,???????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 184; ,,???????? ,1276
21706,????? ,V6,Gaza,563-563,CIIP_III 2498; ,child of ????????,????? ,681
21708,?????? ,V6,Bostra,imperial,IGLS_XIII_1 9432; ,,?????? ,990
21709,???????????? ??????? ,V6,Pella-Apameia,PS3A,Porph +Plot. 3,,???????????? ??????? ,2859
21710,????? ,V6,Bostra,imperial,IGLS_XIII_1 9243; ,,????? ,1340
21711,??????? ,test,Dibon,100-600,IGLS_XXI_2 182; ,child of ??????,??????? ,836
21712,??????? ,V6,Sidon,imperial,"Syria 93 (2016) p. 24 no. 6, 2; ",,??????? ,845
21713,??????? ,V6,Sidon,imperial,"Berytus 56 (2016) p. 178 no. 79, 1; ",,??????? ,1275
21714,???? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 434; IGLS_XIV_1 p. 136,child of ????????,???? ,588
21715,???? ,V6,Adraa,imperial,"IGLS_XIV_1 156, 1",child of ?????????,???? ,678
21719,??????? ,V6,Zoara,448-448,IPalTertia_Ia 183; ,,??????? ,1310
21720,??????? ,V6,Alema,imperial,IGLS_XIII_2 9893; ,child of ???????,??????? ,699
21721,????????? ,V6,Habiba,imperial,IGLS_XV_1 86; ,child of ????????,????????? ,939
21722,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 178; ,,??????? ,1551
21723,????? ,V6,Remmona,imperial,IGLS_XIII_2 9631; ,,????? ,716
21724,?????? ,V6,Nihatha,imperial,"IMnBeyrouth 353 a, 1; b; IMnBeyrouth 354, 3, 7",,?????? ,722
21725,???? ,V6,Adraa,imperial,"IGLS_XIV_1 157a, 1",child of ???????,???? ,718
21726,???????? ?????? ,V6,Phaine,imperial,IGLS_XV_1 30a; ,,???????? ?????? ,2251
21727,???????? ,V6,Damatha,imperial,IGLS_XV_2 300; ,,???????? ,1161
21728,???? ,V6,Bostra,imperial,"IGLS_XIII_1 9294, 2; ",,???? ,940
21729,?????? ,V6,Birtha,212-262,IGLS_XV_2 467; ,,?????? ,1380
21730,??????? ,V6,Doura-Europos,202-202,PDura 100 vi 20,,??????? ,1591
21732,??????? ,V6,Sobata--,581-581,"IPalTertia_west 142, 2",spouse of ??????,??????? ,1745
21733,?????????? ,V6,Antioch,PM4A,PLRE I (3); SeeckLibanius p. 230 no. 1,,?????????? ,785
21735,????????? ,V6,Hebron,P3_4A,"SEG XXXVII 1488b, 1","child of ????????????,child of ?????????",????????? ,801
21736,???????? ,V6,Antioch,PF1A,ATit 193 b,,???????? ,993
21738,???????? ,V6,Palmyra-Tadmur,500-600,IGLS_XVII.1 503; ,,???????? ,796
21739,?????? ,V6,Emesa,160-168,"IGLS_V 2558, 8",,?????? ,386
21740,???????? ,V6,Lift?ya,byzantine,IGLS_V 2638,,???????? ,575
21741,??????? ,V6,Adraa,imperial,"IGLS_XIV_1 38, 3",,??????? ,571
21742,?????? ????? ,V6,Sidon,imperial,"IMnBeyrouth 262, 1; ",,?????? ????? ,2051
21743,?????? ,V6,"Heliopolis,",79-99,"IGLS_VI 2761; &Chiron 7 (1977) p. 281, 4",sibling of ?????????,?????? ,403
21744,??????? ,V6,Damatha,imperial,IGLS_XV_2 322; ,,??????? ,672
21745,??????? ??????? ,V6,Dhak?r,imperial,IGLS_XV_2 496; ,child of ????????,??????? ??????? ,1024
21749,??????? ,V6,Doura-Europos,P3A,PDura 47 i 5,,??????? ,541
21750,????????? ,V4,Iberia,PM6A,RE (-); PLRE ?II (-),child of ???????? ????????,????????? ,951
21752,???????? ,V6,Kanatha,imperial,MSM II 16; ,,???????? ,1231
21753,????? ,V6,Doura-Europos,P2-3A,TEAD 6 p. 255 no. 773,,????? ,1001
21754,??????? ,V6,"Germanikeia Kaisareia,Rome",P2-3A,CIL VI 32624 IV,,??????? ,386
21755,????????? ,V6,Syria,-138--138,DS xxxiii 28; RE (2),,????????? ,372
21757,????????? ,V6,"Phoenicia,Syria",byzantine,"BCH 3 (1879) p. 261 no. 8, 3",,????????? ,742
21758,???????? ,V3a,"Rome,Ioudaia-Palaistine",P3-4A,CanticlesRabbah viii 3 (p. 77),,???????? ,1272
21759,??????? ,V6,Heliopolis,198-217,"IGLS_VI 2741, 6; (Hajjar 8)",,??????? ,342
21760,???????? ,V6,Tyre,byzantine,"ITyr_I 63, 2; ",,???????? ,157
21762,????????? ,V6,Neapolis-Sheikh Mesk?n,P4-5A,IGLS_XIV.2 409,child of ????????,????????? ,426
21776,???????? ,V6,Kaprotouris,byzantine,"Mon_paleocrist_Aquileia_e_Grado p. 340 no. 18, 3",,???????? ,356
21784,???????? ,V6,Ri??b,imperial,SEG XLVIII 1926.26,,???????? ,996
21785,?????? ,V6,Emesa,byzantine,ITyr_II 154; ,,?????? ,342
21786,??????? ,V6,"Emesa,Nessana--",601-601,"Nessana I p. 173 no. 94, 1; (SEG VIII 312); (CBCMPIPT 250)",sibling of ???????,??????? ,811
21787,????? ,V6,Soada-Dionysias,imperial,"IMSoueida 149, 5; ",,????? ,152
21788,?????? ,V6,Syria,P4_5A,SEG LV 1698 with comm.,,?????? ,352
21793,??????? ,V6,Seleukeia,P1B,ICilicie 41; Steinepigramme 4 p. 240 no. 20/01/03,child of ??????,??????? ,669
21794,???????? ,V6,Kaisareia,byzantine,CIIP_II 1565; (SEG LXI 1426),spouse of ?????,???????? ,672
21795,???????? ,V5b,"Aigeai,Madaba",607-608,IGLS_XXI_2 145; SEG XXXVIII 1657,,???????? ,931
21808,??? ,V6,Gerasa,PM3A,"IGerasa 232, 16; ",spouse of ????????,??? ,131
21809,????????? ,V6,Kaisareia,500-700,CIIP_II 1766; ,,????????? ,807
21810,??????? ,V6,Doura-Europos,imperial,"TEAD 6 p. 495 no. 841, 1",,??????? ,415
21811,???????? ,V6,Besara-Beth She‘arim,200-400,IBeth_Shearim 180 (2); ,,???????? ,1201
21812,???????? ,V6,"Kaisareia,Dikaiarchia-Puteoli",P1A,(CIL X 1985); ILKelsey 247,child of ??????,???????? ,1391
21813,????????? ,V6,Antioch,280-334,RE (1),,????????? ,513
21819,?????????? ,V6,Sidon,imperial,"FroehnerInscrLouvre 233, 1; (Renan_Phénicie p. 385 no. 8)",,?????????? ,715
21820,????????? ,V6,Atarotha-Taroutia emporon,P6A,"SEG XLVIII 1847; (Steinepigramme 4 pp. 255-6 no. 20/05/06); SEG XLVIII 1849, 5; (Steinepigramme 4 pp. 256-7 no. 20/05/07)","cousin of ???????,cousin of ??????",????????? ,1317
21823,??????? ,V6,Ioudaia-Palaistine,P3-4A,EcclesiastesRabbah viii 3 (p. 43),,??????? ,642
21824,????????? ,V6,Tyre,587-587,"IMnBeyrouth 312, 3; ",,????????? ,1386
21825,???????? ,V6,Doura-Europos,P2-3A,"TEAD 6 p. 39 no. 619, 1",child of ???????,???????? ,941
21826,???? ,V6,Jerusalem,byzantine,CIIP_I.2 842.9; ,,???? ,162
21827,????? ,V6,Armenia,350-375,RE s.v. Pap,child of ???????,????? ,362
21828,?????? ,V6,Doura-Europos,imperial,SEG VII 775,,?????? ,372
21838,?????????? ,Other,Aire,P2-4A,"IGLS_XIV.2 567, 1",,?????????? ,602
21839,???????? ,V6,"Gaza,Ostia-Ostia antica-",238-244,IG XIV 926; (IscrgrPorto 5),,???????? ,551
21840,?????? ,V6,Esbous,byzantine,IGLS_XXI_2 60; ,,?????? ,1021
21843,????? ,V6,Hermopolis-Schmun-Al Ashmunin,83-84,"PFlor_III 386, col. 3, 43",,????? ,431
21850,?????? ,V6,Pella-Apameia,230-230,IGLS_IV 1848,,?????? ,511
21855,??????????? ,V6,Nessana--,P6-7A,"PNess 90, 47",,??????????? ,1624
21856,????????? ,V6,"Pella-Apameia,Smyrna",P2B,ISmyrna 689 III; ,child of ??????????,????????? ,612
21857,??????? ,V6,"Arabia,Ptolemais ton Arabon--",-221--221,PEnt 47; Lada E168,,??????? ,690
21858,??????? ,V6,Berytos,byzantine,"Syria 27 (1950) p. 248 no. 9, 5, 8; (Steinepigramme 4 p. 267 no. 20/11/05)",,??????? ,752
21859,????????? ,V6,Sepphoris-Diokaisareia-,PF5A,"Weiss_Sepphoris_Synagogue p. 203 no. 3, 4",,????????? ,373
21860,?????????? ,V6,Eutimia-al-??rrah,byzantine,"IGLS_XIV.2 488, 2",,?????????? ,642
21878,????????? ,V6,Ioppe,200-600,CIIP_III 2226; ,child of ???????,????????? ,572
21880,????????? ,V6,Antioch,PM4A,SeeckLibanius p. 232,,????????? ,525
21889,???????? ,V6,Besara-Beth She‘arim,200-400,IBeth_Shearim 201; ,,???????? ,455
21891,???????????? ,V6,Tyre,PS4A,PLRE I (-); SeeckLibanius p.232,,???????????? ,676
21893,????????? ,V6,Tyre,byzantine,ITyr_II 150; ,,????????? ,403
21895,????? ,V6,Pella-Apameia,PF2A,"SEG XLVIII 1844, 7",,????? ,391
21897,??????????? ,V6,"Antioch,Athens",-107--106,IG II<2> 1011 VI; FRA 966,child of ???????????,??????????? ,776
21899,????????? ,V6,"Sidon,Chios",P3B,RobertOMS 1 p. 474 II,,????????? ,1136
21900,???????? ,V6,"Sidon,",-126--125,ID 1923; ,child of ?????????,???????? ,1126
21901,???????? ,V6,Laodikeia,imperial,"IGLS_IV 1280, 1",,???????? ,290
21902,?????? ,V6,Doura-Europos,imperial,SEG VII 477,child of ?????????,?????? ,431
21903,??????? ,V6,"Syria,Delphi",-138--137,FD III (2) 234; ,,??????? ,342
21904,????????? ,V6,"Syria,Delphi",-140--139,SGDI 2251; ,,????????? ,902
21905,???????? ,V6,Sidon,imperial,"SEG L 1452, 1; ",,???????? ,303
21906,???????? ,V6,Aire,imperial,"IGLS_XIV.2 560, 1",,???????? ,542
21907,????? ,V6,"Syria,Egypt (Arsinoites)-Fayum-",-259--259,PLille I 5; Lada E2484,,????? ,491
21908,??????? ,V6,Zoara,327-417,IPalTertia_Ia 113; ,child of ?????????,??????? ,800
21909,????????? ,V6,Adraa,imperial,"IGLS_XIV_1 78, 2",,????????? ,1101
21913,?????? ,V6,Hermopolis-Schmun-Al Ashmunin,266-266,"Stud_Pal V 119 recto col. 6, fr. 6, 4, 13",child of ?????,?????? ,1141
21919,???????? ,V6,Salamias,PF2A,"SEG XL 1401, 4",,???????? ,762
21920,????????? ,V6,Thelbonthis,266-266,"Stud_Pal XX 63, 30",,????????? ,1566
21921,???????? ,V6,Hermopolis-Schmun-Al Ashmunin,266-266,"Stud_Pal XX 63, 6, 30",,???????? ,1561
21922,???????? ,V6,"Seleukeia,",-183--182,IG II<2> 2332; FRA 6621,,???????? ,682
21923,??????????? ,V6,Doura-Europos,214-214,PDura 101 xxiii 29,,??????????? ,867
21924,???????? ,V6,Sidon,imperial,"Bull._arch._Mus._Parent 1 (1867) p. 38 no. 11, 1; ",,???????? ,806
21925,?????? ,V6,Gat,PS1A,SEG XLIX 2051,,?????? ,682
21926,????????? ,V6,Telmenissos-Maratomyrton,byzantine,IGLS_IV 1574,,????????? ,791
21957,???????? ,V6,Nessana--,P6_7A,"PNess 49, 1",,???????? ,721
21961,???????? ,V6,Doura-Europos,P1-2A,SEG VII 709,child of ????????,???????? ,781
21962,???????? ,V6,Marisa,P3-2B,IMarisa p. 71 no. 8 +Add.,,???????? ,754
21963,????????? ???????? ,V6,Dhak?r,byzantine,IGLS_XV_2 506; ,child of ?????,????????? ???????? ,1294
21964,????????? ,V6,Doura-Europos,-165,"SEG VII 447, 4",,????????? ,809
21973,???????????? ,V6,Doura-Europos,254-254,PDura 32 verso 1,,???????????? ,932
21974,????????? ,V6,Doura-Europos,PF3A,"TEAD 9 (3) p. 51 no. 957, 5",,????????? ,871
21976,????????? ????????? ,test,Palmyra-Tadmur,25-100,IGLS_XVII.1 19; ,child of ???????? ,????????? ????????? ,2146
21978,????????? ,V6,Doura-Europos,19-20,"SEG VII 685, 1","child of ???????,spouse of ????????",????????? ,1092
21984,?????????? ,V6,Petra,537-592,"PPetra I 1, 8, 14, 21, 25, 27, 30, 32, 33, 38, 57, 68, 81, 90; PPetra I 6, 4; PPetra I 7, [1]; PPetra I 8, [1], [7]; PPetra I 9, [1]; PPetra I 10, 1, 9; PPetra I 11, 8; PPetra III 18, [5], 8, 11, 18, 43, 48, 49, 61, 62, 73; PPetra III 28, [9], [24], 35, 68; PPetra III 29, [17], [51], 57, 60, 63, [65], [72], [88], 92, 99, [108], 138, 149, 165, 170, 206, 222, [251], [276], 278, [291], 294, [298], [303], [308]; PPetra III 31, [26], [146], 205, [304], 307, 310; PPetra III 32, 1; PPetra III 33, 1, 10","child of ??????,child of ????????",?????????? ,1361
21987,????????? ,V6,Edessa,449-449,"Flemming_Akt_ephes_Synode pp. 22, 2; 28, 15; 36, 24",,???????? ,1601
21988,????????? ,V6,Kafr--,imperial,"AAES_III_A 667, 2",,????????? ,1611
21989,?????? ,V6,Sidon,P2-3A,DainIGLouvre 125; (SEG VII 308),,?????? ,1331
22000,??????? ,V6,"Arabia,Latopolis-Esna",P2B,PGrenf I 33; Lada E157,,??????? ,1689
22001,???????? ,V6,Bostra,imperial,IGLS_XIII_2 9548; ,,???????? ,775
22002,????? ??????? ,V6,Tyre,imperial,"ITyr_II 47, 7; ",sibling of ???????,????? ??????? ,975
22003,????? ,V6,Socho--,P6A,Meimaris_Sacred_Names p. 234 no. 1167; =SEG XLVI 2002,,????? ,519
22004,??????? ,V6,"Phoenicia,Syria",157-157,SEG XLII 1374,,??????? ,572
22012,???????? ???????? ,V6,Skythopolis-Beit She'an,P3A,Porph +Plot. 7; RE Supplbd. 15 (5a); PLRE I (1); DPhA P 63,,???????? ???????? ,1232
22013,???????? ,V6,Antioch,275-329,DCB (3),,???????? ,841
22017,?????? ,V6,"Balad-,Nisibis--",byzantine,"Ishoyahb_Epist p. 72, 13 no. i 42; ",,?????? ,781
22033,?????? ??????? ,V6,Choziba,P6-7A,RQ 39 (1931) p. 327 no. 187,,?????? ??????? ,1599
22040,?????? ????????? ,V6,Tall Huwayd,568-568,"SEG XL 1760, 6; (SEG LXIII 1507)",,?????? ????????? ,1306
22176,????????? ,V6,Zoara,359-359,IPalTertia_Ia 19; ,,????????? ,1641
22177,????????? ,V6,Doura-Europos,87-87,"PDura 18 recto 10, 32",,????????? ,943
22187,??????? ,V6,Kastron Mephaa-Umm al Rasas,PS6A,SEG XLII 1490 A,,??????? ,1482
22188,????????? ,V6,Amida-Ad Tygrem-,505-505,PsZach vii 6,,????????? ,1611
22189,????????? ,V6,"Arabia,Latopolis-Esna",-103--102,PGrenf I 33; Lada E171,child of ????????,????????? ,1451
22190,????? ,V6,Tyre,byzantine,"ITyr_I 88, 2; ",,????? ,1281
22191,???????? ,V6,Jerusalem,byzantine,CIIP_I.2 966; ,,???????? ,1801
22192,????? ,V6,"Sidon,Lambaesis",P2A,"CIL VIII 18084, 82",,????? ,939
22193,?????????? ,V6,"Berytos,",-125--100,ID 2611 b; ,child of ?????,?????????? ,479
22194,????????? ,V6,Zoara,345-345,IPalTertia_Ia 7; ,,????????? ,475
22196,???????? ,V6,Zoara,488-488,"IPalTertia_Ic 27, 2",,???????? ,405
22197,????? ,V6,"Antiocheia,Kos",P2A,IG XII (4) 1506; ,child of ????????,????? ,904
22199,??????? ,V6,Thelbonthis,266-266,"Stud_Pal V 119 recto col. 5, fr. 5, 6",,??????? ,1155
22200,???????????? ?????? ,V6,Byblos,P2-3A,"RevBibl 12 (1903) pp. 406-7, 1",,???????????? ?????? ,1347
22201,??????????? ,V6,Balmarcodes-,imperial,"CIL III 6682; &MFOBeyrouth 1 (1906) p. 187, 1",,??????????? ,926
22204,??????? ,V6,Pella-Apameia,559-559,"IGLS_IV 1742, 3",,??????? ,130
22210,???????? ,V6,Seleukeia Pieria,513-518,BrooksLettersofSeverus 2 p. 420 no. vii 4; ,,???????? ,399
22221,??????? ,V6,Antioch,449-449,"Flemming_Akt_ephes_Synode pp. 84, 16, 21; 90, 11, 15; 104, 7; 118, 1, 26; 128, 24, 27",,??????? ,329
